created_at,id_str,full_text,lang,location
2023-11-08,1722161147422687458,koalisi indonesia maju partai gerindra partai amanat nasional pan partai golkar partai demokrat partai bintang pbb partai gelora partai garuda prima partai solidaritas indonesia psi bersamaindonesiamaju prabowogibranistimewa prabowogemoy,in,Jakarta Selatan 
2023-11-08,1722157276109398140,partai amanat nasional pan bukti pan dukung warga palestina ganti logo baru tulis a logo gambar semangka,in,Jakarta Selatan
2023-11-08,1722127591346487487,partai amanat nasional pan partai demokrat partai bintang pbb partai gelombang rakyat indonesia gelora partai garda republik indonesia garuda menatamasadepan bersamaprabowogibran prabowogemoy prabowo gibran,in,
2023-11-08,1722125556656017554,partai amanat nasional pan partai demokrat partai bintang pbb partai gelombang rakyat indonesia gelora partai garda republik indonesia garuda menatamasadepan bersamaprabowogibran prabowogemoy prabowo gibran,in,
2023-11-08,1722122759336288269,partai amanat nasional pan partai demokrat partai bintang pbb partai gelombang rakyat indonesia gelora partai garda republik indonesia garuda menatamasadepan bersamaprabowogibran prabowogemoy prabowo gibran,in,
2023-11-09,1722646335000895818,temanpemilih daftar calon dct anggota dprd provinsi kalimantan barat milu 2024 partai amanat nasional pan cek daftar lengkap video kpumelayani pemiluserentak2024,in,Pontianak
2023-11-09,1722642490170478923,ketua partai amanat nasional pan zulkifli hasan zulhas tim kampanye nasional tkn prabowo subianto gibran rakabuming raka,in,
2023-11-09,1722540284066902147,turut koalisi indonesia maju partai gerindra golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-09,1722532591897817545,turut koalisi indonesia maju partai gerindra golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-09,1722512691401777459,pan salut banget partai amanat nasional partai anti logo dukung palestina,in,
2023-11-09,1722507303763710055,kompak solid partai amanat nasional pan bukti tulus hati palestina pan amanatnasional zulhas,in,Sumedang
2023-11-09,1722476464904581176,dukung palestina hadir penjuru kalang indonesia kecuali partai amanat nasional pan ganti logo bentuk solidaritas palestina pan amanatnasional zulhas,in,"Banten, Indonesia"
