created_at,id_str,full_text,lang,location
2023-11-03,1720559735777476631,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 cyl pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720559620161421376,partai demokrat resmi mendukung prabowo subianto sebagai calon presiden 2024 ketum demokrat ahy mengeluarkan instruksi untuk para kader demokrat yco pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720559607536574483,ketum partai demokrat agus harimurti yudhoyono ahy meminta para kadernya untuk memenangkan bacapres koalisi indonesia maju kim prabowo subianto tgw agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720559597457645958,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 yzs pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720559563609698649,ahy prabowo terima konsep perubahan partai demokrat _yp agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720559532475343252,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 mfk pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720559508618137994,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 wcr pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720559361377104140,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 n l agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720559327692595569,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 obs pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720559315101315099,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 cds agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720559148566184217,partai demokrat prabowo bersama presiden ke 6 dan ke 7 bisa jadi presiden ke 8 ynq agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558726762152060,ahy akan pimpin deklarasi demokrat dukung prabowo 7 pentolan partai kim siap hadir g_i agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558710806999494,prabowo dapat dukungan dari partai demokrat di pilpres 2024 aq pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558688078086250,mars partai demokrat bergema di kediaman bacapres prabowo subianto serdadu ahy s14p all out di pilpres dan pileg 2024 erm pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558604322025853,mas ahy dan partai demokrat konsisten memperjuangkan agenda agenda perubahan dan perbaikan ys pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558536118440247,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 gfc agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558513506955573,ahy prabowo terima konsep perubahan partai demokrat _ck pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558501414748168,prabowo dapat dukungan dari partai demokrat di pilpres 2024 ketum ahy titipkan agenda perubahan perbaikan khw pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558489230311680,ahy meminta kepada seluruh kader panaskan mesin partai untuk memenangkan prabowo pada pilpres 2024 nh_ agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558438495985854,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 cyl pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558299710656883,partai demokrat resmi mendukung prabowo subianto sebagai calon presiden 2024 ketum demokrat ahy mengeluarkan instruksi untuk para kader demokrat yco pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558286712545423,ketum partai demokrat agus harimurti yudhoyono ahy meminta para kadernya untuk memenangkan bacapres koalisi indonesia maju kim prabowo subianto tgw agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558274943287715,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 yzs pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558242013774284,ahy prabowo terima konsep perubahan partai demokrat _yp agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558207150784841,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 mfk pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558185441026153,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 wcr pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720558037327634696,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 n l agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720558003588575688,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 obs pdemokrat agusyudhoyono demokrat 2024,in,
2023-11-03,1720557992398274674,ahy minta kader panaskan mesin partai menangkan prabowo pada pilpres 2024 cds agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720557828505800927,partai demokrat prabowo bersama presiden ke 6 dan ke 7 bisa jadi presiden ke 8 ynq agusyudhoyono pdemokrat demokrat 2024,in,
2023-11-03,1720556964265222426,winnerwave_ di koalisi kim kan rata rata terdidik kecuali partai gerindra yang ketum nya saja nggak percaya survey selebihnya ketum golkar demokrat pan psi itu percaya survey indikator,in,
2023-11-03,1720520704444264869,cnnindonesia kader partai apa ini binaan sby partai demokrat jangan dipilih partai gudang koruptor,in,jakarta
2023-11-03,1720511957890138437,mapplecrush prabowo partai partai pendukung prabowo gibran gerindra golkar pan demokrat pbb gelora garuda prima dan psi dekade08,in,Tangerang
2023-11-03,1720509703846031363,mochamadarip arya__wiralodra 2004 pilpres ada 4 paslon 2014 jokowi masih gubernur dki jokowi di persilahkan ikut capres konvensi partai demokrat tapi kata jokowi tegak lurus patuh pada putusan ibu mega lalu jokowi dicapreskan di menit terakhir 2019 jokowi sudah presiden pdip stagnan hanya naik nol koma,in,"Bandung City, Indonesia"
2023-11-03,1720506292614365325,akbarfaizal68 masinton mardanialisera banyak bener pejabat tinggi partai demokrat yg masuk penjara,in,
2023-11-03,1720504400920375732,jansen_jsp kami semua orang luar merasakan bagaimana gejolak hati insan partai demokrat ketika terjebak masuk satu gerbong dengan penguasa yang selama ini selalu dikritisi sekarang terpaksa harus membebek bagai kerbau dicucuk hidung tak boleh lagi mengkritik karena berada dalam satu kolam,in,
2023-11-03,1720494693589643448,bospurwa demokrat kubu moeldoko dia udah mbegal partai gagal kok sekarang bikin kubu2an ndak malu,in,"Semarang, Jawa Tengah"
2023-11-03,1720492538707267808,muslim_antipki9 capek² gue buat opini legal dan memberi dukungan moril kpd demokrat partai hak milik keluarga sby tragis jadinya begini nie hancuur minahh,in,
2023-11-03,1720484465976471791,bennyharmanid sekarang ada 2 partai demokrat yg dukung prabowo ahy dan muldoko ajak ngopi lah bg,in,
2023-11-03,1720479438062968893,pdemokrat demokrat nyebur ke laut saja sudah bukan partai yang konsisten dg idealisme sebagai simbul perjuangan rakyat yg hanya dalam sekejab berubah haluan,in,
2023-11-03,1720471157806334141,yudhpraditia partai partai pendukung prabowo gibran gerindra golkar pan demokrat pbb gelora garuda prima dan psi dekade08,in,Tangerang
2023-11-04,1720951311271965098,umarsyadathsb__ pembegalan partai demokrat oleh moeldoko gagal tapi kini demokrat malah ibarat menyerahkan diri,in,
2023-11-04,1720944253369745584,hush eh tp bener kan lsm dulu deket ama presiden roh dr konservatif bhkan sblm jd presiden bsh gak usah ditanya ya dia udah pasti deket loyal ke partai demokrat jyp direzim mana aja dia anteng bahkan dia bisa barengan sama sm bighit hybe,in,in the middle of nowhere
2023-11-04,1720942622062383180,jansen_jsp jokowi seharusnya tdk lagi pake embel2 demokrat lgi pada moldoko kecuali buat partai baru demokrat moldoko,in,
2023-11-04,1720941493719011432,bacaleg dpr ri dari partai demokrat budi purnomo bersama pimpinan anak cabang pac partai demokrat kecamatan beji menggelar kegiatan senam sehat dalam rangka memperingati hari sumpah pemuda ke 95 di halaman kantor pac beji kota depok jabar 28 10 demokrats14p,in,
2023-11-04,1720939731343786207,umarsyadathsb__ sy bkn kader ato berbau2 demokrat tp ketika partai itu jd rebutan rasanya sedih emosi jg eh sekarang join politik,in,Indonesia 
2023-11-04,1720939288513376747,mukidioon3 reportnya ketika rapat bersama semua partai pendukung terus jabat tangan cipika cipiki ohh muka ditaruh dimana sulit membayangkan ini namanya demokrat lagi blunder ketika keluar dari koalisi perubahan nikmati aja,in,
2023-11-04,1720939262571598178,reportnya ketika rapat bersama semua partai pendukung terus jabat tangan cipika cipiki ohh muka ditaruh dimana sulit membayangkan ini namanya demokrat lagi blunder ketika keluar dari koalisi perubahan nikmati aja,in,
2023-11-04,1720937920746684436,abu_waras demokrat bakalan nyungsep setelah keluar dari koalisi perubahan dan jadi partai gurem itu saja hukumannya,in,indsonesia asia
2023-11-04,1720936188318728322,anggota dpr as rashida tlaib menuduh presiden joe biden mendukung genosida yang dilakukan israel terhadap warga palestina rashida adalah politikus dan pengacara anggota partai demokrat satu partai dengan joe biden,in,BSD City
2023-11-04,1720931992542605722,nga usah urus partai org mas klo bego bukannya situ baperan klo disenggol jg ketumnya yang berkhianat sama gusdur bentar lg jg ketum loe nyungep dikhianati yaqut,in,
2023-11-04,1720924704377315392,yradianto bagaimana pun demokrat akan fokus kepada pemenangan partai sebenarnya demokrat tak berkoalisi dengan siapa siapa pemilih demokrat akan terbagi tiga merata,in,Bandung
2023-11-04,1720919074480517286,wongalasroban partai demokrat nanti di begal masyarakat untuk tidak memilih kader kadernya dan pasti nyungsep setelah keluar dari koalisi perubahan,in,indsonesia asia
2023-11-04,1720917443210846558,ahy akan pimpin deklarasi demokrat dukung prabowo 7 pentolan partai kim siap hadir jva agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917431311565026,prabowo dapat dukungan dari partai demokrat di pilpres 2024 hfx pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917399472582890,mars partai demokrat bergema di kediaman bacapres prabowo subianto serdadu ahy s14p all out di pilpres dan pileg 2024 gbc pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917317977342218,mas ahy dan partai demokrat konsisten memperjuangkan agenda agenda perubahan dan perbaikan _qv pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917236314239070,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 wvf agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917225841049781,ahy prabowo terima konsep perubahan partai demokrat ww pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917214235435457,ahy meminta kepada seluruh kader panaskan mesin partai untuk memenangkan prabowo pada pilpres 2024 chv agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917194463445355,prabowo dapat dukungan dari partai demokrat di pilpres 2024 ketum ahy titipkan agenda perubahan perbaikan csf pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917146589680095,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 crt pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720917001873617055,partai demokrat resmi mendukung prabowo subianto sebagai calon presiden 2024 ketum demokrat ahy mengeluarkan instruksi untuk para kader demokrat m r pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720916990284747227,ketum partai demokrat agus harimurti yudhoyono ahy meminta para kadernya untuk memenangkan bacapres koalisi indonesia maju kim prabowo subianto zym agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720916977982783529,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 kse pdemokrat agusyudhoyono demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720916935414812879,ahy prabowo terima konsep perubahan partai demokrat x agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720916674076143617,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres 2024 z agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720916362686763428,partai demokrat prabowo bersama presiden ke 6 dan ke 7 bisa jadi presiden ke 8 _nu agusyudhoyono pdemokrat demokrat dihati rakyat,in,"Salawu, Indonesia"
2023-11-04,1720912646353179045,agusyudhoyono melihat seoak terjang pak lurah selama ini anda yakin pak lurah tdk terlibat dalam pembegalan partai demokrat melalui tangan moeldoko sayabtunggu m omen cipika cipiki ya mas dengan moeldoko,in,
2023-11-04,1720911003289018639,agusyudhoyono yg pasti kita tahu sebenarnya yg obrak abrik partai demokrat melalui mulodoko adalah pak lurah tapi kok ya sekarang bergandengan opo ora isin,in,
2023-11-04,1720900592225472535,ketika kami mengejar osama bin laden kami tidak mengebom warga sipil pakistan ro khanna dari partai demokrat california mengatakan pemboman terhadap warga sipil tak berdosa di jalur gaza yang terkepung harus dihentikan,in,She had her own imagintn world
2023-11-04,1720872293537390905,agusyudhoyono kami skrg dukung partai demokrat versi moeldoko,in,"Medan, Indonesia"
2023-11-05,1721311793270890507,vivacoid klo cuma partai demokrat ini paling sudah teriak teriak penghianat dan semua mentri di pemerintahan di tarik semua,in,
2023-11-05,1721310191348777407,bennyharmanid segera bergeser pak nama harum benny k harman tentu lebih berwibawa dan bermakna bagi masyrakat flores di sana khususnya dan bagi bangsa ini secara keseluruhan dibandingkan cangkangnya yang bernama partai demokrat percayalah pak benny tempat para idealis tidak dibatasi orpol,in,
2023-11-05,1721309329763209291,bennyharmanid dan partai demokrat memilih bersama sama dg mereka yg mengebiri konstitusi,in,
2023-11-05,1721301367791481106,kader partai demokrat asti budiyanti menyalurkan 18 ribu liter air bersih untuk warga yang mengalami kelangkaan air di sekitar margaasih margahayu ketapang dan dayehkolot kab bandung barat jabar 27 10 demokratpedulidanberbagi demokrats14p,in,
2023-11-05,1721298510082109766,budi_sudarma m45broo jangan bodohlah partai terkorup itu demokrat korupsi berjamaah yg berakibat perolehan suara setelah itu jeblog kamu lupa atau pura2 lupa,in,
2023-11-05,1721292017039527946,bennyharmanid harusnya dg ihklas dg gentle dg nurani partai demokrat harus berani belajar kepada pks bgm caranya jadi partai yg mandiri konsekwen dan punya marwah sejak dulu partaimu dikenal selalu tdk konsisten politik dua kaki menghamba kekuasaan jadi gak usahlah koar2 basi,in,
2023-11-05,1721290305520173525,bennyharmanid petugas rakyat semesta kok bisanya cuma nambah2in saja knp gak sekalian kami dari partai demokrat perjuangan mendukung petugas rakyat semesta alam dan sekitarnya,in,Indonesia
2023-11-05,1721287581407785234,mirvandarwin1 haidary__ wongalasroban mayapada0812 bagindo_radjo alfarouqsadriw melanofita93705 syafniir fz_riady bagus lah nasdem pkb setia sampai akhir jkw 2024 karna mereka bukan partai penghianat bermuka 2 kayak demokrat dulu jdi oposisi karna terpaksa gk sanggup malah ngemis2 sby ke jkw pd tu gk di anggap dimanapun berada sekarang,in,
